Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Greenland,GRL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,607.4955299,605.5050029,596.5398034,606.7471081,611.736235,602.3859363,599.5329716,631.5676533,593.720684,668.796352,714.9102221,750.609079,749.0445437,800.6522343,863.5689345,,,,,,,,
Guam,GUM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,629.9117335,651.5652704,659.3113888,660.920186,,,,,,,,,,,,,,,
High income,HIC,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,4973.213075,4952.120541,4966.378101,5001.307217,5071.896468,5059.150454,5043.266151,5039.022392,4967.564801,4728.296142,4880.434465,4764.328564,4725.360571,4711.645394,4678.141883,4605.842976,,,,,,,
"Hong Kong SAR, China",HKG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2039.054164,2109.680384,1949.172758,2009.218369,1872.470259,1844.490401,1932.909685,2058.597516,2006.298543,2107.366338,1946.646166,2087.211664,1994.715598,1943.845436,1970.484128,,,,,,,,
Honduras,HND,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,449.3149409,471.7307064,478.0847555,506.5576618,532.5714809,543.3159634,515.6237412,591.8015633,574.1212082,538.4436861,540.0653395,586.8635144,582.8399793,580.2583449,586.6456336,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,392.8042951,391.7478855,398.4073336,395.9921429,401.6119469,404.8036995,408.9360501,404.961597,406.7814806,408.5294516,412.985799,420.3839802,431.2865871,435.9001655,,,,,,,,,
Croatia,HRV,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1876.805775,2024.546927,2081.59828,2232.493431,2230.90322,2261.483778,2248.380076,2338.447693,2280.070678,2207.103023,2185.446988,2140.436133,2020.752383,1983.867947,1897.840665,,,,,,,,
Haiti,HTI,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,240.4599159,241.3088153,266.6006738,251.6902333,255.2860356,373.810731,378.4847827,390.0700427,388.7179098,388.0485534,385.7176964,394.7934322,402.8529741,399.3787865,398.8265337,,,,,,,,
Hungary,HUN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2448.140338,2512.67485,2520.152466,2580.207496,2579.291721,2731.039703,2713.257084,2658.036373,2636.646773,2478.1017,2568.948991,2500.321359,2365.553697,2271.947205,2314.496434,2432.751791,,,,,,,
IBRD only,IBD,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,999.5546474,1011.679617,1034.410867,1091.463226,1158.377879,1209.880269,1266.109207,1314.293258,1343.811416,1363.192828,1448.407747,1498.159165,1533.579805,1549.057172,1571.797874,,,,,,,,
IDA & IBRD total,IBT,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,895.2619072,904.4082623,922.2626937,967.6214285,1019.472116,1059.937606,1103.791161,1141.137819,1164.630446,1176.460791,1243.153644,1281.899478,1306.503592,1316.129768,1335.704286,,,,,,,,
IDA total,IDA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,452.6236417,454.8346861,457.8547973,460.6503357,463.613257,466.6692673,469.1470421,472.6348956,473.6554766,464.679272,470.5642674,477.6872454,478.1011961,474.2452041,451.7653809,,,,,,,,
IDA blend,IDB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,639.5039146,638.3738017,638.2723135,640.9156604,643.7658882,638.7766216,638.2635306,640.1885851,635.8124118,611.1370754,617.6157488,630.5250357,637.5499037,622.4887958,560.9999899,,,,,,,,
Indonesia,IDN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,727.1177682,733.7824134,750.6453806,742.7716609,781.8020069,785.6755965,793.7730301,779.737359,784.8776554,837.7095311,869.2329668,826.8709532,847.1720441,858.8057274,880.121002,,,,,,,,
