Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,26/10/2023,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Barbados,BRB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-1.322839151,2.255389252,0.907856237,1.115872167,5.828144136,6.667724557,4.05814843,8.56971972,1.721953545,-1.742034094,3.896552813,3.532675905,-0.591919808,2.946693065,0.495971063,-1.823927145,-0.23856676,2.610279172,3.384338693,4.589868131,1.218970884,3.878277849,5.814105535
Brunei Darussalam,BRN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,29.01570917,-5.59189805,0.374209529,6.104611064,15.88616466,18.76631914,10.04772148,1.120447694,12.69272996,-22.09141648,16.68828285,20.18050542,1.218702687,-2.82132117,-1.846457284,-17.61280313,-9.167861616,4.953690289,9.217653488,-3.335767975,-10.86375964,15.46592853,24.23672668
Bhutan,BTN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,7.350196168,5.358776045,4.755219574,3.066148262,3.704944877,5.902775454,5.419860934,2.953441211,5.510470264,4.75628605,5.854311232,8.510299111,9.1799297,5.86984322,6.920960939,3.557068165,4.383411291,5.104921117,1.759330695,0.899053929,7.223304585,4.703273508,
Botswana,BWA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,14.17096691,8.312825,1.187370696,3.259084372,10.07878865,15.47170657,5.15439836,6.029197651,9.372730256,15.10893375,7.683061453,12.65332158,3.011841608,1.532120998,9.601734197,3.729942543,11.90763118,-2.648692051,0.055513114,0.5072401,4.379793213,8.349898275,14.55204857
Central African Republic,CAF,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,8.506601078,0.425938675,-2.371881706,1.336418631,-4.439785938,4.188437082,3.334045939,1.83823165,7.077070724,0.711628391,4.211309311,4.009115057,6.181036177,2.487486778,11.8938033,2.708263108,2.980114084,6.443706288,-1.224117158,2.327837051,1.982160556,3.27056491,6.499999999
Canada,CAN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,4.335401201,1.658621134,1.239049493,3.254673243,3.266266004,3.122887127,2.573810387,3.27836135,3.987170431,-2.313985367,2.849522603,3.235540582,1.213171702,1.737448,1.944598697,-0.876717545,0.75403003,2.56499684,1.61741439,1.566211232,0.615457491,8.153339243,7.332574831
Central Europe and the Baltics,CEB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,5.565267655,5.121487516,3.937822522,4.304606412,4.916627997,3.114711564,3.892673068,5.443677217,5.50880124,2.979020528,0.928239619,3.116063878,2.224247726,1.364704738,1.340740195,1.005043485,1.141450601,2.947877208,3.527174275,3.032488822,2.37070304,5.211903116,13.51376222
Switzerland,CHE,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.367285504,0.97438332,-0.249463899,1.179759241,0.296627279,0.924638292,2.150257985,2.377061327,1.44992801,0.45754398,0.312736574,-0.020452917,0.063720263,-0.08684264,-0.653123804,-1.265056875,-0.583291592,-0.367869217,0.764289197,-0.103895158,-0.74115299,1.059862906,3.280401881
Channel Islands,CHI,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,3.097910696,4.39771895,2.747538233,2.241755146,2.625010341,
Chile,CHL,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,4.560043487,4.277146982,3.340660372,4.300300884,7.024761707,7.120315352,12.34989592,5.088757067,0.311132499,3.577795042,8.857441489,3.260514866,0.763466681,2.260770609,5.852891626,4.95436553,4.560656037,4.828191886,1.590199737,2.572598208,9.637413655,6.797841234,6.642306168
