Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,26/10/2023,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Austria,AUT,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,11.2553028,13.15440418,12.87681613,16.37261821,14.7042681,13.1592414,14.0481007,12.85680286,10.77190101,7.592436214,9.868401684,11.77896968,9.087469073,9.456235476,7.970332381,8.226608163,,,,,,,
Azerbaijan,AZE,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Burundi,BDI,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,19.36621845,16.2354677,15.64140896,13.89164802,13.61065996,12.24258829,10.92616304,9.515812083,8.656066425,6.855889362,6.346381337,6.119262139,6.695580794,6.278905603,6.156471148,6.108011733,,,,,,,
Benin,BEN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Burkina Faso,BFA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,BGD,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0.616326994,0.934611087,2.389937107,3.214682331,2.937299944,1.89262074,1.87303241,1.927432972,2.306099398,1.969737667,1.689515514,,,,,,,
Bulgaria,BGR,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,42.33380898,45.3829191,41.19851075,45.97902098,46.12320765,42.35649959,42.20913366,52.31618418,52.0814642,49.79353956,49.12532325,55.04867761,49.11226089,45.02542432,45.4003026,46.20655697,,,,,,,
Bahrain,BHR,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
"Bahamas, The",BHS,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,50.69517691,50.43241211,49.89337042,58.83188354,51.98774356,51.28551024,54.79750545,64.7233537,67.16589085,59.554506,52.53445457,70.71989529,69.50007101,58.07690104,62.81559406,63.97722183,,,,,,,
Belarus,BLR,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Belize,BLZ,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Brazil,BRA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,3.154395116,3.398090762,2.662647431,2.495752582,2.731169974,2.665290435,2.503952668,2.268464125,2.607829968,2.098596716,2.198373227,2.327943027,2.591635542,3.813019177,4.52957838,4.722411339,,,,,,,
Barbados,BRB,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Bhutan,BTN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,97.63157895,97.87422498,97.46945899,97.2168906,94.76386037,99.42965779,99.3896236,99.27536232,100,100,100,91.42259414,71.42857143,82.34019502,95.67661046,96.35995956,,,,,,,
Central African Republic,CAF,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,19.416905,19.98897894,19.60166878,19.10500015,16.87979795,16.20984845,15.24984945,16.10280444,14.8664432,12.91866578,13.17218012,11.81288719,10.11606045,9.799397215,9.917127733,9.836449295,,,,,,,
Central Europe and the Baltics,CEB,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,59.4213238,57.93218079,56.16536544,57.63815388,56.04990614,55.25787193,56.08717187,56.83408594,55.19768608,53.86489836,53.24382119,55.0559676,53.07206166,51.1579079,49.61770225,50.34462137,,,,,,,
Switzerland,CHE,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Channel Islands,CHI,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,21.12630371,11.37288096,11.56831765,10.41662218,15.07186377,13.74133069,19.15943601,22.66147088,23.63660726,24.53311814,27.90813118,29.85558413,36.32492724,41.38096216,36.33848476,37.14433523,,,,,,,
China,CHN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,78.21363715,76.25245704,77.54358093,79.55556835,78.17369805,79.19611784,80.33949603,80.95423534,78.75051375,78.38266989,77.18719414,78.87712304,75.65891205,75.27906857,72.63390781,70.30942695,,,,,,,
Cote d'Ivoire,CIV,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Cameroon,CMR,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
"Congo, Dem. Rep.",COD,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
"Congo, Rep.",COG,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Colombia,COL,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,5.103768116,5.43713457,5.12410639,6.29122709,4.014561838,4.9049407,5.458941691,6.297986383,5.413135972,7.412203188,6.891155089,3.770182772,5.471782861,8.992484667,10.17814608,11.85215237,,,,,,,
Comoros,COM,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,CRI,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Caribbean small states,CSS,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Curacao,CUW,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Czechia,CZE,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,75.39054464,74.00517283,68.77162971,64.1252898,63.04451605,63.79392416,62.46563225,64.5902648,62.25103548,59.57100157,58.30246624,57.06992717,53.71855065,50.82201656,51.15516593,53.06115038,,,,,,,
Germany,DEU,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,53.14609313,51.83953558,52.6833736,52.08423417,50.42963157,48.34589152,47.16388613,48.65235938,44.99479807,44.11355909,43.64242247,44.8562978,46.01646898,47.24122949,45.8101933,44.26280916,,,,,,,
Djibouti,DJI,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,46.24580479,47.22892205,46.47084277,54.79366042,46.17914729,42.66125917,53.85981452,50.59263404,47.68953463,48.61336338,43.75997118,39.67186125,34.32787206,41.13634401,34.37733035,24.54485784,,,,,,,
Dominican Republic,DOM,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,1.468405842,4.220918586,9.0289845,10.48812665,10.22761083,11.48639315,12.24612106,13.14672327,13.97643384,12.24706429,12.36268851,12.76286743,11.75702866,14.01879742,12.85691066,,,,,,,
Algeria,DZA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
East Asia & Pacific (excluding high income),EAP,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,66.89810575,65.78208981,67.20337739,69.51043662,69.00122587,70.48968346,72.25631108,73.50708706,71.50193055,71.23856454,70.61955758,72.91158619,70.22232315,70.18523894,67.8098105,66.06102629,,,,,,,
Early-demographic dividend,EAR,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,33.18008664,33.65015419,33.55042208,32.95477906,32.50168023,32.25080335,32.31898605,32.34327379,31.95226874,31.9987524,32.18658149,32.80033758,34.37531306,34.67836124,35.86409103,36.43981979,,,,,,,
East Asia & Pacific,EAS,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,49.37774525,50.52603453,51.92463754,54.78212738,55.16749598,56.98095923,58.77960505,60.55239656,59.97198041,60.68459662,60.10899989,62.53967721,61.5703685,62.01227527,60.43218529,59.36705773,,,,,,,
Europe & Central Asia (excluding high income),ECA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,24.00484188,23.96610238,23.44433719,23.4430914,21.99082705,22.50190949,23.49358059,23.8503344,25.70812028,24.08702662,23.53193424,24.51129062,24.2663767,24.03168412,23.44706503,23.07435242,,,,,,,
Europe & Central Asia,ECS,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,27.68840251,27.31571243,27.31380626,27.88565341,26.58583262,26.08197017,26.58688956,26.4644028,25.39536804,24.07720633,23.46570342,24.43776339,25.28524087,24.94024208,23.78920259,23.20447433,,,,,,,
Ecuador,ECU,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
"Egypt, Arab Rep.",EGY,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Euro area,EMU,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,27.31094844,26.2218057,26.98888385,26.79215281,26.06394662,25.10926166,24.19949035,24.66025007,21.86197314,20.98535768,20.07491102,21.1006982,22.66295393,22.3768786,21.79711449,22.05536149,,,,,,,
Eritrea,ERI,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Spain,ESP,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,36.60041372,30.77827406,34.36896927,29.51852413,29.03394879,27.90409231,22.99801747,24.54454196,16.0696255,12.65567772,8.823746313,15.47886517,19.04831565,14.68564018,16.47396426,18.96238913,,,,,,,
Estonia,EST,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,1.891225185,2.110102558,3.18986748,2.510089576,1.921583851,2.116609505,2.507192766,2.01804758,2.636801815,4.533545962,3.154890466,3.358411541,4.228294476,2.237288136,4.153945043,5.327829509,,,,,,,
Ethiopia,ETH,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
European Union,EUU,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,31.61652011,30.48931197,31.01839996,31.43685022,30.16346661,29.11417632,28.88737639,29.24049238,26.64408158,25.82987165,24.84394883,26.00954895,26.58530607,26.31192761,25.59534285,25.64397339,,,,,,,
Fragile and conflict affected situations,FCS,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2.510824322,3.076457824,3.066232349,2.598479716,2.679736,2.795446868,2.185070207,2.153329022,2.015176946,1.883817255,2.091019286,2.498975122,2.47444485,2.612743217,2.206837992,2.412971872,,,,,,,
Finland,FIN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,13.10735109,15.11559219,17.80401574,23.64751085,19.96039373,10.18248279,20.75760521,18.01957044,11.88397562,16.08874828,18.75573295,14.02021741,10.78382639,15.71775405,12.35938556,8.303570127,,,,,,,
Fiji,FJI,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,5.766241143,4.38320441,4.875277713,5.212073289,4.788908231,5.375431102,4.636901333,5.00157868,4.647311367,4.526224742,4.663423625,3.111210964,3.701124426,4.290238174,2.157028986,2.160448913,,,,,,,
Faroe Islands,FRO,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
United Kingdom,GBR,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,32.66777963,34.79579881,32.67879198,35.3614994,34.05967113,34.47825889,38.24822713,34.98756906,32.68196346,27.99654757,28.74592447,30.06295807,40.05150157,37.04979,30.31169753,22.80649074,,,,,,,
Georgia,GEO,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Ghana,GHA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Gibraltar,GIB,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Guinea,GIN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,64.22648573,66.75521893,64.07637408,60.73741473,60.15676806,59.80951419,53.61338673,55.29492434,53.02009156,55.95966871,53.68417383,52.49611303,51.20699018,46.23384809,51.14117156,42.65948825,,,,,,,
Grenada,GRD,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,8.912037037,8.570940755,15.79712486,13.70522441,14.51046678,13.23145732,13.50722508,12.89401553,13.06492315,8.102133304,13.15641516,12.96155103,13.15342116,15.78629032,17.28797763,21.36010128,,,,,,,
Guam,GUM,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,38.28077761,37.68701181,37.56454755,38.27961726,37.36502258,37.09990795,36.76048325,36.43764243,35.57484333,33.77538248,33.44675009,32.6381826,31.37304298,31.70022431,31.00464191,28.5835646,,,,,,,
"Hong Kong SAR, China",HKG,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,60.44492675,61.38690183,63.73783295,77.66481737,68.91899171,70.29726145,68.83755859,73.22602177,68.10549034,70.750284,61.97410582,71.03661655,70.3017197,74.82251392,76.17579994,65.44044176,,,,,,,
Honduras,HND,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,1.319743891,1.201550388,1.15184543,0.510077134,1.03736754,,,,,,,
Heavily indebted poor countries (HIPC),HPC,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0.282272411,0.288633323,0.309854067,0.286271876,0.281993089,0.222299493,0.180571456,0.171802348,0.171237021,0.157274234,0.159151863,0.261767252,0.246173163,0.219379572,0.177462622,0.186440136,,,,,,,
Croatia,HRV,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,13.7707538,12.82593376,16.59976387,18.22316555,15.39181118,17.82951673,17.46498491,19.31446792,19.52116423,12.40089753,16.11922141,22.96335824,21.12715944,17.35857174,17.62429294,20.55525894,,,,,,,
Haiti,HTI,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Hungary,HUN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,27.58375721,24.50363861,25.06568576,27.10206472,24.73893438,19.98545699,19.77746173,18.73623624,18.00124922,17.8650997,16.99178507,18.34864932,18.74404504,21.0734799,20.80157866,19.47135983,,,,,,,
IBRD only,IBD,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,42.71665653,43.05209189,44.01382151,45.54463709,45.58600067,46.89734325,48.66645762,50.0692029,49.64458456,49.93584685,50.1098913,52.16089027,51.51706783,52.19650593,51.33221845,50.76091902,,,,,,,
IDA & IBRD total,IBT,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,40.45631159,40.76904717,41.66964502,43.17726816,43.21497057,44.50026165,46.21346101,47.6807682,47.35570345,47.60991541,47.83350628,49.8830582,49.31618402,50.01310306,49.18521905,48.66122394,,,,,,,
IDA total,IDA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,3.065114783,3.523273486,3.47089536,2.944008379,2.974749264,3.271817112,2.760827202,2.865697624,2.843307,2.45370071,2.58943265,2.943951143,2.920866814,3.170685047,2.996711781,3.449915508,,,,,,,
IDA blend,IDB,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,3.933387261,4.534805853,4.135211087,3.242419305,3.447720633,3.409459131,2.394021916,2.201573462,2.082499037,2.034782208,2.448559012,2.949349128,2.78200059,3.047020298,2.984652032,2.983823012,,,,,,,
Indonesia,IDN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,36.43396732,37.24593596,39.66936803,41.12362136,40.12133519,40.61272338,44.05885536,44.8938101,41.11273321,42.02865271,40.31987276,44.21073292,51.0753387,51.50078696,52.45484386,55.77646335,,,,,,,
IDA only,IDX,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2.251561437,2.577396633,2.823991796,2.643521391,2.515519172,3.111919122,3.036416552,3.345863537,3.365787667,2.706384121,2.628157618,2.863098684,2.941409756,3.186328155,2.933610222,3.720611231,,,,,,,
Isle of Man,IMN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,68.49942425,69.41705728,69.89346472,67.83142323,67.69168015,66.85963647,66.68824892,65.48205784,68.44469591,66.96802144,67.17829809,66.75997826,71.63605506,72.52273811,74.49218587,75.30939896,,,,,,,
Not classified,INX,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,28.79651924,28.67002273,27.45642636,24.95072604,24.70354947,24.93170998,21.69936569,19.74719,17.20275512,14.32505902,12.61712095,14.52289795,18.51074021,16.74682307,15.33245505,17.34581302,,,,,,,
"Iran, Islamic Rep.",IRN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0.398783874,0.362577682,0.365838095,0.306736506,0.285169964,0.320628004,0.292710269,0.28188209,0.181792756,0.16985138,0.15152881,0.177044974,0.15730938,0.174901118,0.193001686,0.164627824,,,,,,,
Iraq,IRQ,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Iceland,ISL,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Israel,ISR,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,68.49112773,74.92207231,77.15384615,76.72030782,77.1759132,74.40228797,70.63174967,69.30584474,62.01536788,62.45091623,58.44412964,58.89173746,61.45580369,52.32216823,49.49106277,45.40373058,,,,,,,
Italy,ITA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,11.30765612,13.52549155,14.58138161,15.41054499,17.20113464,16.64836275,16.39241967,16.13609671,15.49818676,15.05748522,14.87216047,16.67697773,18.20059334,16.8431692,16.72827166,16.12007302,,,,,,,
Jamaica,JAM,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Jordan,JOR,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Japan,JPN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,21.48421273,23.38478021,24.61992605,26.3775463,26.45867982,27.22636172,26.58656402,27.34596561,27.23000261,27.17272777,27.15514217,27.09995318,29.72207921,32.92587052,32.74193411,33.15273563,,,,,,,
Kazakhstan,KAZ,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,69.45093913,70.88133387,68.82006102,71.75492437,75.52169692,73.85293381,68.81811965,73.40661636,76.66289044,73.80256638,80.65363115,81.09856097,74.79341069,75.1944978,71.94769102,71.56892212,,,,,,,
Kenya,KEN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Kyrgyz Republic,KGZ,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,4.293081508,4.529157825,4.764301292,3.630268882,3.460801796,10.10006044,10.32155891,10.75522589,11.3241157,3.482811513,4.991735537,4.189207019,4.799578059,5.609877953,7.363436728,13.21565618,,,,,,,
Cambodia,KHM,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,2.211690363,3.1,3.20754717,2.580195258,9.505061867,28.18419334,48.39663407,,,,,,,
Kiribati,KIR,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,38.60830566,39.92631099,40.58107239,39.10999997,38.80478544,38.3606532,38.01277749,40.0802996,43.19564081,46.24199648,44.14496757,43.17213822,45.0802829,41.42883967,42.40967563,43.0762564,,,,,,,
Kuwait,KWT,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Latin America & Caribbean (excluding high income),LAC,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,4.176191947,4.764351876,4.820199824,5.190398263,4.417341816,5.275970071,5.017339255,4.871930066,3.854011001,4.416779025,4.672472606,4.554968014,4.772638582,5.281964183,5.717815442,5.814042908,,,,,,,
Lao PDR,LAO,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
